URL туру,Назва туру,Дата (від),Дата (до),Ціна (€),Ціна (грн),Стара ціна (€),Місць / Статус
https://adriatic-travel.com.ua/tour/vid-krayu-do-krayu-paryzh-amsterdam-normandiya#about_tour,"«Від краю до краю: Париж, Амстердам, Нормандія…»",26.07.2026,"01.08, субота",339,,376,Останні місця
https://adriatic-travel.com.ua/tour/frantsuzkyy-koloryt-paryzh-ta-elzas,"«Французький колорит: Париж, Страсбург та Діснейленд!»",12.07.2026,"17.07, пятниця",363,,390,
https://adriatic-travel.com.ua/tour/frantsuzkyy-koloryt-paryzh-ta-elzas,"«Французький колорит: Париж, Страсбург та Діснейленд!»",19.07.2026,"24.07, пятниця",351,,390,
https://adriatic-travel.com.ua/tour/frantsuzkyy-koloryt-paryzh-ta-elzas,"«Французький колорит: Париж, Страсбург та Діснейленд!»",26.07.2026,"31.07, пятниця",351,,390,
https://adriatic-travel.com.ua/tour/vive-la-france-mon-sen-mishel-luara-ta-normandiya,"«Vive La France! Мон-Сен-Мішель, Луара та Нормандія!»",05.07.2026,"11.07, субота",447,,480,Останні місця
https://adriatic-travel.com.ua/tour/vive-la-france-mon-sen-mishel-luara-ta-normandiya,"«Vive La France! Мон-Сен-Мішель, Луара та Нормандія!»",12.07.2026,"18.07, субота",447,,480,Останні місця
https://adriatic-travel.com.ua/tour/vive-la-france-mon-sen-mishel-luara-ta-normandiya,"«Vive La France! Мон-Сен-Мішель, Луара та Нормандія!»",26.07.2026,"01.08, субота",432,,480,
https://adriatic-travel.com.ua/tour/garno-tak-paryzh-tsyuryh#about_tour,«Гарно так: Париж + Цюрих!»,06.07.2026,"11.07, субота",363,,390,Останні місця
https://adriatic-travel.com.ua/tour/garno-tak-paryzh-tsyuryh#about_tour,«Гарно так: Париж + Цюрих!»,13.07.2026,"18.07, субота",351,,390,Останні місця
https://adriatic-travel.com.ua/tour/garno-tak-paryzh-tsyuryh#about_tour,«Гарно так: Париж + Цюрих!»,20.07.2026,"25.07, субота",351,,390,
https://adriatic-travel.com.ua/tour/garno-tak-paryzh-tsyuryh#about_tour,«Гарно так: Париж + Цюрих!»,27.07.2026,"01.08, субота",351,,390,
https://adriatic-travel.com.ua/tour/shveytsariya-dlya-tebe,"«Швейцарія для тебе... Гріндельвальд, Швейцарська Рів'єра, гора Пілатус + гора Монблан!»",04.07.2026,"09.07, четвер",367,,394,Останні місця
https://adriatic-travel.com.ua/tour/shveytsariya-dlya-tebe,"«Швейцарія для тебе... Гріндельвальд, Швейцарська Рів'єра, гора Пілатус + гора Монблан!»",11.07.2026,"16.07, четвер",367,,394,
https://adriatic-travel.com.ua/tour/shveytsariya-dlya-tebe,"«Швейцарія для тебе... Гріндельвальд, Швейцарська Рів'єра, гора Пілатус + гора Монблан!»",18.07.2026,"23.07, четвер",355,,394,
https://adriatic-travel.com.ua/tour/shveytsariya-dlya-tebe,"«Швейцарія для тебе... Гріндельвальд, Швейцарська Рів'єра, гора Пілатус + гора Монблан!»",25.07.2026,"30.07, четвер",355,,394,Останні місця
https://adriatic-travel.com.ua/tour/vikend-v-shveytsariyu-zaltsburg-ta-praga,«Вікенд в Швейцарію + Зальцбург та Прага!»,09.07.2026,"12.07, неділя",264,,283,
https://adriatic-travel.com.ua/tour/vikend-v-shveytsariyu-zaltsburg-ta-praga,«Вікенд в Швейцарію + Зальцбург та Прага!»,16.07.2026,"19.07, неділя",255,,283,
https://adriatic-travel.com.ua/tour/vikend-v-shveytsariyu-zaltsburg-ta-praga,«Вікенд в Швейцарію + Зальцбург та Прага!»,23.07.2026,"26.07, неділя",255,,283,
https://adriatic-travel.com.ua/tour/vikend-v-shveytsariyu-zaltsburg-ta-praga,«Вікенд в Швейцарію + Зальцбург та Прага!»,30.07.2026,"02.08, неділя",255,,283,
https://adriatic-travel.com.ua/tour/pobachennya-na-dvokh-venetsiya-i-verona,«Побачення на двох - Венеція і Верона…»,03.07.2026,"06.07, понеділок",159,,170,Останні місця
https://adriatic-travel.com.ua/tour/pobachennya-na-dvokh-venetsiya-i-verona,«Побачення на двох - Венеція і Верона…»,10.07.2026,"13.07, понеділок",159,,170,
https://adriatic-travel.com.ua/tour/pobachennya-na-dvokh-venetsiya-i-verona,«Побачення на двох - Венеція і Верона…»,17.07.2026,"20.07, понеділок",153,,170,
https://adriatic-travel.com.ua/tour/pobachennya-na-dvokh-venetsiya-i-verona,«Побачення на двох - Венеція і Верона…»,24.07.2026,"27.07, понеділок",153,,170,
https://adriatic-travel.com.ua/tour/pobachennya-na-dvokh-venetsiya-i-verona,«Побачення на двох - Венеція і Верона…»,31.07.2026,"03.08, понеділок",153,,170,
https://adriatic-travel.com.ua/tour/smak-toskany-siena-aretstso-ta-san-dzhyminyano,"«Смак Тоскани: Флоренція, Сієна та Сан-Джиміньяно»",11.07.2026,"17.07, пятниця",410,,440,
https://adriatic-travel.com.ua/tour/prekrasna-yak-madonna-donna-barselona,«Прекрасна - як мадонна! Донна Барселона!»,27.06.2026,"04.07, субота",437,,459,Останні місця
https://adriatic-travel.com.ua/tour/avstriyskyy-vikend-viden-zal-tsburh-praha,"«Австрійський вікенд: Відень - Зальцбург - Прага» Виїзд зі Львова, Мукачево",10.07.2026,"13.07, понеділок",242,,260,
https://adriatic-travel.com.ua/tour/avstriyskyy-vikend-viden-zal-tsburh-praha,"«Австрійський вікенд: Відень - Зальцбург - Прага» Виїзд зі Львова, Мукачево",17.07.2026,"20.07, понеділок",234,,260,
https://adriatic-travel.com.ua/tour/avstriyskyy-vikend-viden-zal-tsburh-praha,"«Австрійський вікенд: Відень - Зальцбург - Прага» Виїзд зі Львова, Мукачево",24.07.2026,"27.07, понеділок",234,,260,
https://adriatic-travel.com.ua/tour/avstriyskyy-vikend-viden-zal-tsburh-praha,"«Австрійський вікенд: Відень - Зальцбург - Прага» Виїзд зі Львова, Мукачево",31.07.2026,"03.08, понеділок",234,,260,
https://adriatic-travel.com.ua/tour/mista-dlya-potsilunkiv-viden-venetsiya-verona,«Міста для поцілунків: Венеція-Мілан-Верона»,02.07.2026,"06.07, понеділок",307,,330,
https://adriatic-travel.com.ua/tour/mista-dlya-potsilunkiv-viden-venetsiya-verona,«Міста для поцілунків: Венеція-Мілан-Верона»,09.07.2026,"13.07, понеділок",307,,330,
https://adriatic-travel.com.ua/tour/mista-dlya-potsilunkiv-viden-venetsiya-verona,«Міста для поцілунків: Венеція-Мілан-Верона»,16.07.2026,"20.07, понеділок",297,,330,
https://adriatic-travel.com.ua/tour/mista-dlya-potsilunkiv-viden-venetsiya-verona,«Міста для поцілунків: Венеція-Мілан-Верона»,23.07.2026,"27.07, понеділок",297,,330,
https://adriatic-travel.com.ua/tour/mista-dlya-potsilunkiv-viden-venetsiya-verona,«Міста для поцілунків: Венеція-Мілан-Верона»,30.07.2026,"03.08, понеділок",297,,330,
https://adriatic-travel.com.ua/tour/nezabutnya-vidpustka-v-nimechchyni,«Незабутня відпустка в Німеччині»,03.07.2026,"08.07, середа",354,,380,
https://adriatic-travel.com.ua/tour/nezabutnya-vidpustka-v-nimechchyni,«Незабутня відпустка в Німеччині»,10.07.2026,"15.07, середа",354,,380,
https://adriatic-travel.com.ua/tour/nezabutnya-vidpustka-v-nimechchyni,«Незабутня відпустка в Німеччині»,17.07.2026,"22.07, середа",342,,380,
https://adriatic-travel.com.ua/tour/nezabutnya-vidpustka-v-nimechchyni,«Незабутня відпустка в Німеччині»,24.07.2026,"29.07, середа",342,,380,
https://adriatic-travel.com.ua/tour/nezabutnya-vidpustka-v-nimechchyni,«Незабутня відпустка в Німеччині»,31.07.2026,"05.08, середа",342,,380,
https://adriatic-travel.com.ua/tour/dolomitovi-alpy-vidpochynok-na-vershyni-nebes,«Доломітові Альпи Італії: Відпочинок на вершині небес»,04.07.2026,"09.07, четвер",362,,389,
https://adriatic-travel.com.ua/tour/dolomitovi-alpy-vidpochynok-na-vershyni-nebes,«Доломітові Альпи Італії: Відпочинок на вершині небес»,11.07.2026,"16.07, четвер",362,,389,
https://adriatic-travel.com.ua/tour/dolomitovi-alpy-vidpochynok-na-vershyni-nebes,«Доломітові Альпи Італії: Відпочинок на вершині небес»,18.07.2026,"23.07, четвер",351,,389,
https://adriatic-travel.com.ua/tour/dolomitovi-alpy-vidpochynok-na-vershyni-nebes,«Доломітові Альпи Італії: Відпочинок на вершині небес»,25.07.2026,"30.07, четвер",351,,389,
https://adriatic-travel.com.ua/tour/krasa-bez-filtriv-zaltsburg-halshtat-ta-ozernyi-krai-zaltskammer,"«Краса без фільтрів: Зальцбург, Гальштат та озерний край Зальцкаммергут»",03.07.2026,"07.07, вівторок",271,,291,
https://adriatic-travel.com.ua/tour/krasa-bez-filtriv-zaltsburg-halshtat-ta-ozernyi-krai-zaltskammer,"«Краса без фільтрів: Зальцбург, Гальштат та озерний край Зальцкаммергут»",10.07.2026,"14.07, вівторок",271,,291,
https://adriatic-travel.com.ua/tour/krasa-bez-filtriv-zaltsburg-halshtat-ta-ozernyi-krai-zaltskammer,"«Краса без фільтрів: Зальцбург, Гальштат та озерний край Зальцкаммергут»",17.07.2026,"21.07, вівторок",262,,291,
https://adriatic-travel.com.ua/tour/krasa-bez-filtriv-zaltsburg-halshtat-ta-ozernyi-krai-zaltskammer,"«Краса без фільтрів: Зальцбург, Гальштат та озерний край Зальцкаммергут»",24.07.2026,"28.07, вівторок",262,,291,
https://adriatic-travel.com.ua/tour/krasa-bez-filtriv-zaltsburg-halshtat-ta-ozernyi-krai-zaltskammer,"«Краса без фільтрів: Зальцбург, Гальштат та озерний край Зальцкаммергут»",31.07.2026,"04.08, вівторок",262,,291,
https://adriatic-travel.com.ua/tour/paryzh-ta-amsterdam-zbyraye-druziv,«Париж та Амстердам збирає друзів!»,05.07.2026,"11.07, субота",426,,453,Останні місця
https://adriatic-travel.com.ua/tour/paryzh-ta-amsterdam-zbyraye-druziv,«Париж та Амстердам збирає друзів!»,12.07.2026,"18.07, субота",426,,453,Останні місця
https://adriatic-travel.com.ua/tour/paryzh-ta-amsterdam-zbyraye-druziv,«Париж та Амстердам збирає друзів!»,19.07.2026,"25.07, субота",408,,453,Останні місця
https://adriatic-travel.com.ua/tour/paryzh-ta-amsterdam-zbyraye-druziv,«Париж та Амстердам збирає друзів!»,26.07.2026,"01.08, субота",408,,453,
https://adriatic-travel.com.ua/tour/italiya-moya-lyubov-venetsiya-milan-verona,«Італія моя любов... Венеція-Мілан-Верона»,02.07.2026,"06.07, понеділок",200,,214,
https://adriatic-travel.com.ua/tour/italiya-moya-lyubov-venetsiya-milan-verona,«Італія моя любов... Венеція-Мілан-Верона»,09.07.2026,"13.07, понеділок",200,,214,Останні місця
