URL туру,Назва туру,Дата (від),Дата (до),Ціна (€),Ціна (грн),Стара ціна (€),Місць / Статус
https://tangotravel.com.ua/tur/mahiia-baltiiskoho-moria/?dateid=6115,Тур Магія Балтійського моря. Круїз Таллінн-Стокгольм,19.08.2026,,238,,,active
https://tangotravel.com.ua/tur/mahiia-baltiiskoho-moria/?dateid=6115,Тур Магія Балтійського моря. Круїз Таллінн-Стокгольм,16.09.2026,,238,,,active
https://tangotravel.com.ua/tur/mahiia-baltiiskoho-moria/?dateid=6115,Тур Магія Балтійського моря. Круїз Таллінн-Стокгольм,28.10.2026,,238,,,active
https://tangotravel.com.ua/tur/niderlandy-i-love-amsterdam/?dateid=6318,Тур Нідерланди. I♥Аmsterdam,02.06.2026,,249,,,active
https://tangotravel.com.ua/tur/50-vidtinkiv-lita/?dateid=6875,"Тур 50 відтінків літа! Італія, Адріатичне море",14.06.2026,,235,,,active
https://tangotravel.com.ua/tur/50-vidtinkiv-lita/?dateid=6875,"Тур 50 відтінків літа! Італія, Адріатичне море",21.06.2026,,235,,,active
https://tangotravel.com.ua/tur/50-vidtinkiv-lita/?dateid=6875,"Тур 50 відтінків літа! Італія, Адріатичне море",28.06.2026,,235,,,active
https://tangotravel.com.ua/tur/50-vidtinkiv-lita/?dateid=6875,"Тур 50 відтінків літа! Італія, Адріатичне море",05.07.2026,,235,,,active
https://tangotravel.com.ua/tur/50-vidtinkiv-lita/?dateid=6875,"Тур 50 відтінків літа! Італія, Адріатичне море",19.07.2026,,235,,,active
https://tangotravel.com.ua/tur/50-vidtinkiv-lita/?dateid=6875,"Тур 50 відтінків літа! Італія, Адріатичне море",26.07.2026,,235,,,active
https://tangotravel.com.ua/tur/50-vidtinkiv-lita/?dateid=6875,"Тур 50 відтінків літа! Італія, Адріатичне море",02.08.2026,,235,,,active
https://tangotravel.com.ua/tur/50-vidtinkiv-lita/?dateid=6875,"Тур 50 відтінків літа! Італія, Адріатичне море",09.08.2026,,235,,,active
https://tangotravel.com.ua/tur/50-vidtinkiv-lita/?dateid=6875,"Тур 50 відтінків літа! Італія, Адріатичне море",16.08.2026,,235,,,active
https://tangotravel.com.ua/tur/50-vidtinkiv-lita/?dateid=6875,"Тур 50 відтінків літа! Італія, Адріатичне море",23.08.2026,,235,,,active
https://tangotravel.com.ua/tur/50-vidtinkiv-lita/?dateid=6875,"Тур 50 відтінків літа! Італія, Адріатичне море",30.08.2026,,235,,,active
https://tangotravel.com.ua/tur/50-vidtinkiv-lita/?dateid=6875,"Тур 50 відтінків літа! Італія, Адріатичне море",06.09.2026,,235,,,active
https://tangotravel.com.ua/tur/50-vidtinkiv-lita/?dateid=6875,"Тур 50 відтінків літа! Італія, Адріатичне море",13.09.2026,,235,,,active
https://tangotravel.com.ua/tur/podorozh-u-sertse-transilvaniyi/?dateid=6205,Тур Подорож у серце Трансільванії,30.05.2026,,120,,,active
https://tangotravel.com.ua/tur/podorozh-u-sertse-transilvaniyi/?dateid=6205,Тур Подорож у серце Трансільванії,05.06.2026,,120,,,active
https://tangotravel.com.ua/tur/podorozh-u-sertse-transilvaniyi/?dateid=6205,Тур Подорож у серце Трансільванії,26.06.2026,,120,,,active
https://tangotravel.com.ua/tur/podorozh-u-sertse-transilvaniyi/?dateid=6205,Тур Подорож у серце Трансільванії,10.07.2026,,120,,,active
https://tangotravel.com.ua/tur/podorozh-u-sertse-transilvaniyi/?dateid=6205,Тур Подорож у серце Трансільванії,31.07.2026,,120,,,active
https://tangotravel.com.ua/tur/podorozh-u-sertse-transilvaniyi/?dateid=6205,Тур Подорож у серце Трансільванії,18.09.2026,,120,,,active
https://tangotravel.com.ua/tur/podorozh-u-sertse-transilvaniyi/?dateid=6205,Тур Подорож у серце Трансільванії,14.08.2026,,120,,,active
https://tangotravel.com.ua/tur/podorozh-u-sertse-transilvaniyi/?dateid=6205,Тур Подорож у серце Трансільванії,28.08.2026,,120,,,active
https://tangotravel.com.ua/tur/pivnichnyy-kruyiz-tallinn-khelsinki-stokholm/?dateid=6181,"Тур - Північний круїз: Таллінн, Гельсінкі, Стокгольм",18.05.2026,,279,,,active
https://tangotravel.com.ua/tur/mistychnyy-vikend-v-transylvaniyi/?dateid=6204,Тур Містичний вікенд в Трансильванії,17.07.2026,,160,,,active
https://tangotravel.com.ua/tur/mistychnyy-vikend-v-transylvaniyi/?dateid=6204,Тур Містичний вікенд в Трансильванії,12.06.2026,,160,,,active
https://tangotravel.com.ua/tur/mistychnyy-vikend-v-transylvaniyi/?dateid=6204,Тур Містичний вікенд в Трансильванії,14.08.2026,,160,,,active
https://tangotravel.com.ua/tur/mistychnyy-vikend-v-transylvaniyi/?dateid=6204,Тур Містичний вікенд в Трансильванії,15.05.2026,,160,,,active
https://tangotravel.com.ua/tur/mistychnyy-vikend-v-transylvaniyi/?dateid=6204,Тур Містичний вікенд в Трансильванії,27.06.2026,,160,,,active
https://tangotravel.com.ua/tur/melodiyi-paryzha/?dateid=6451,Автобусний тур Мелодії Парижа з відвідуванням Діснейленду від Танго Тревел,30.05.2026,,257,,,active
https://tangotravel.com.ua/tur/melodiyi-paryzha/?dateid=6451,Автобусний тур Мелодії Парижа з відвідуванням Діснейленду від Танго Тревел,13.06.2026,,257,,,active
https://tangotravel.com.ua/tur/melodiyi-paryzha/?dateid=6451,Автобусний тур Мелодії Парижа з відвідуванням Діснейленду від Танго Тревел,27.06.2026,,257,,,active
https://tangotravel.com.ua/tur/melodiyi-paryzha/?dateid=6451,Автобусний тур Мелодії Парижа з відвідуванням Діснейленду від Танго Тревел,04.07.2026,,257,,,active
https://tangotravel.com.ua/tur/melodiyi-paryzha/?dateid=6451,Автобусний тур Мелодії Парижа з відвідуванням Діснейленду від Танго Тревел,18.07.2026,,257,,,active
https://tangotravel.com.ua/tur/melodiyi-paryzha/?dateid=6451,Автобусний тур Мелодії Парижа з відвідуванням Діснейленду від Танго Тревел,01.08.2026,,257,,,active
https://tangotravel.com.ua/tur/melodiyi-paryzha/?dateid=6451,Автобусний тур Мелодії Парижа з відвідуванням Діснейленду від Танго Тревел,15.08.2026,,257,,,active
https://tangotravel.com.ua/tur/melodiyi-paryzha/?dateid=6451,Автобусний тур Мелодії Парижа з відвідуванням Діснейленду від Танго Тревел,24.10.2026,,257,,,active
https://tangotravel.com.ua/tur/melodiyi-paryzha/?dateid=6451,Автобусний тур Мелодії Парижа з відвідуванням Діснейленду від Танго Тревел,19.09.2026,,257,,,active
https://tangotravel.com.ua/tur/idealna-chetvirka-krakiv-praha-viden-budapesht/?dateid=6512,"Тур Ідеальна четвірка: Краків, Прага, Відень, Будапешт",31.05.2026,,173,,,active
https://tangotravel.com.ua/tur/idealna-chetvirka-krakiv-praha-viden-budapesht/?dateid=6512,"Тур Ідеальна четвірка: Краків, Прага, Відень, Будапешт",21.06.2026,,173,,,active
https://tangotravel.com.ua/tur/idealna-chetvirka-krakiv-praha-viden-budapesht/?dateid=6512,"Тур Ідеальна четвірка: Краків, Прага, Відень, Будапешт",19.07.2026,,173,,,active
https://tangotravel.com.ua/tur/idealna-chetvirka-krakiv-praha-viden-budapesht/?dateid=6512,"Тур Ідеальна четвірка: Краків, Прага, Відень, Будапешт",09.08.2026,,173,,,active
https://tangotravel.com.ua/tur/idealna-chetvirka-krakiv-praha-viden-budapesht/?dateid=6512,"Тур Ідеальна четвірка: Краків, Прага, Відень, Будапешт",23.08.2026,,173,,,active
https://tangotravel.com.ua/tur/idealna-chetvirka-krakiv-praha-viden-budapesht/?dateid=6512,"Тур Ідеальна четвірка: Краків, Прага, Відень, Будапешт",27.09.2026,,173,,,active
https://tangotravel.com.ua/tur/zahadka-avstriyi-viden-zaltsburh-halshtat/?dateid=6845,"Тур Загадка Австрії: Відень, Зальцбург, Гальштат",17.09.2026,,203,,,active
https://tangotravel.com.ua/tur/zahadka-avstriyi-viden-zaltsburh-halshtat/?dateid=6845,"Тур Загадка Австрії: Відень, Зальцбург, Гальштат",13.08.2026,,203,,,active
https://tangotravel.com.ua/tur/zahadka-avstriyi-viden-zaltsburh-halshtat/?dateid=6845,"Тур Загадка Австрії: Відень, Зальцбург, Гальштат",02.07.2026,,203,,,active
https://tangotravel.com.ua/tur/zahadka-avstriyi-viden-zaltsburh-halshtat/?dateid=6845,"Тур Загадка Австрії: Відень, Зальцбург, Гальштат",28.05.2026,,203,,,active
https://tangotravel.com.ua/tur/avstriyski-panoramy-viden-ta-halshtat/?dateid=6017,Тур Австрійські панорами: Відень та Гальштат,28.05.2026,,232,,,active
https://tangotravel.com.ua/tur/avstriyski-panoramy-viden-ta-halshtat/?dateid=6017,Тур Австрійські панорами: Відень та Гальштат,02.07.2026,,232,,,active
https://tangotravel.com.ua/tur/avstriyski-panoramy-viden-ta-halshtat/?dateid=6017,Тур Австрійські панорами: Відень та Гальштат,17.09.2026,,232,,,active
https://tangotravel.com.ua/tur/avstriyski-panoramy-viden-ta-halshtat/?dateid=6017,Тур Австрійські панорами: Відень та Гальштат,13.08.2026,,232,,,active
https://tangotravel.com.ua/tur/kray-toskany-florentsiya-piza-rym/?dateid=6156,"Тур Край Тоскани - Флоренція, Піза, Рим",09.06.2026,,299,,,active
https://tangotravel.com.ua/tur/kray-toskany-florentsiya-piza-rym/?dateid=6156,"Тур Край Тоскани - Флоренція, Піза, Рим",21.07.2026,,299,,,active
https://tangotravel.com.ua/tur/kray-toskany-florentsiya-piza-rym/?dateid=6156,"Тур Край Тоскани - Флоренція, Піза, Рим",18.08.2026,,299,,,active
https://tangotravel.com.ua/tur/vikend-dlya-dushi-ugorschina--slovachchina/?dateid=6286,Автобусний тур Вікенд для душі в Угорщину та Словаччину від Танго Тревел,30.05.2026,,115,,,active
https://tangotravel.com.ua/tur/vikend-dlya-dushi-ugorschina--slovachchina/?dateid=6286,Автобусний тур Вікенд для душі в Угорщину та Словаччину від Танго Тревел,20.06.2026,,115,,,active
https://tangotravel.com.ua/tur/vikend-dlya-dushi-ugorschina--slovachchina/?dateid=6286,Автобусний тур Вікенд для душі в Угорщину та Словаччину від Танго Тревел,18.07.2026,,115,,,active
https://tangotravel.com.ua/tur/vikend-dlya-dushi-ugorschina--slovachchina/?dateid=6286,Автобусний тур Вікенд для душі в Угорщину та Словаччину від Танго Тревел,15.08.2026,,115,,,active
https://tangotravel.com.ua/tur/vikend-dlya-dushi-ugorschina--slovachchina/?dateid=6286,Автобусний тур Вікенд для душі в Угорщину та Словаччину від Танго Тревел,19.09.2026,,115,,,active
https://tangotravel.com.ua/tur/vikend-dlya-dushi-ugorschina--slovachchina/?dateid=6286,Автобусний тур Вікенд для душі в Угорщину та Словаччину від Танго Тревел,17.10.2026,,115,,,active
https://tangotravel.com.ua/tur/u-poshukakh-dyva-makedoniia/?dateid=6297,Тур У пошуках дива - Македонія!,05.06.2026,,175,,,active
