URL туру,Назва туру,День №,Місто / Локація,Факультативи (назва + ціна),Опис дня,Симв.
https://adriatic-travel.com.ua/tour/neymovirna-shveytsariya-ta-elzas,«Неймовірна Швейцарія та Ельзас!»,3,,,,0
https://adriatic-travel.com.ua/tour/neymovirna-shveytsariya-ta-elzas,«Неймовірна Швейцарія та Ельзас!»,4,,,,0
https://adriatic-travel.com.ua/tour/neymovirna-shveytsariya-ta-elzas,«Неймовірна Швейцарія та Ельзас!»,5,"Сніданок. Снідаємо максимально ситно, адже сьогодні на нас чекає багато піших прогулянок і дорога до",99 років: 35€,"Сніданок. Снідаємо максимально ситно, адже сьогодні на нас чекає багато піших прогулянок і дорога додому.
Виселення з готелю (пересування по місту на громадському транспорті за власні кошти).
«Перше побачення з Прагою» (у вартості туру). Ця екскурсія дозволить Вам в короткий час ознайомитися з історичними районами Праги та її чудовими пам'ятками архітектури. Ви пройдете лабіринтами вуличок Старого міста, і побуваєте в найкрасивіших місцях міста: на Вацлавській і Староміській площах, на Карловому мості. Ви побачите знаменитий Орлой — празькі куранти, Тинський собор, будинок, де народився письменник Франц Кафка. На Карловому мості, приклавши руку до скульптури Яна Непомуцького , Ви загадаєте бажання, яке, згідно з легендами, обов'язково збудеться .
Для того, щоб краще познайомитись з Прагою ",800
https://adriatic-travel.com.ua/tour/italiyskyy-vikend-venetsiya-florentsiya-rym#about_tour,"«Італійський вікенд... Венеція, Флоренція, Рим»",1,,,,0
https://adriatic-travel.com.ua/tour/italiyskyy-vikend-venetsiya-florentsiya-rym#about_tour,"«Італійський вікенд... Венеція, Флоренція, Рим»",2,,,,0
https://adriatic-travel.com.ua/tour/italiyskyy-vikend-venetsiya-florentsiya-rym#about_tour,"«Італійський вікенд... Венеція, Флоренція, Рим»",3,,,,0
https://adriatic-travel.com.ua/tour/italiyskyy-vikend-venetsiya-florentsiya-rym#about_tour,"«Італійський вікенд... Венеція, Флоренція, Рим»",4,,,,0
https://adriatic-travel.com.ua/tour/italiyskyy-vikend-venetsiya-florentsiya-rym#about_tour,"«Італійський вікенд... Венеція, Флоренція, Рим»",5,"Перетин кордону. Проходимо всі формальності й поступово усвідомлюємо, скільки краси, емоцій і велики",,"Перетин кордону. Проходимо всі формальності й поступово усвідомлюємо, скільки краси, емоцій і великих міст вмістила ця подорож. Італія вже позаду, але її післясмак точно залишиться з нами ще надовго.
Вечірнє прибуття в Україну . Повертаємося додому з відчуттям, що прожили маленьке, але дуже яскраве європейське життя — з гондолами, соборами, вузенькими вуличками, келихами вина, ароматом кави й тією особливою італійською легкістю, яку хочеться забрати з собою.
До нових зустрічей! Ми не ставимо крапку, лише кому. Бо після Венеції, Рима і Флоренції серце вже точно знає: це була не остання така подорож. Дякуємо, що розділили цю красиву італійську історію разом із нами.
Має право на безкоштовний тур;
Безкоштовно екскурсії на які йде вся її група;
Безкоштовно радіо гід і сіті такс;
Безкоштовне ха",800
https://adriatic-travel.com.ua/tour/paryzh-misto-kokhannya,«Париж - місто кохання»,1,07:00 - збір групи на залізничному вокзалі м. Львів. Важливий момент: за день до туру керівник групи,"ри наявності часу, пропонуємо познайомитись зі столицею Польщі — містом Варшавою: 19€; хоче побачити більше та зазирнути за лаштунки міста: Екскурсія «Все про Берлін»: 28€; «Берлінський зоопарк та акваріум»: 15€; Екскурсія «Вечірній Берлін»: 20€; Ваш вільний час у Парижі може стати початком нової пригоди: Прогулянка по Сені: 25€; «Версаль — пишність Короля-Сонця»: 38€; «Богемний Монмартр»: 28€; Вечірня програма «Вогні нічного Парижа»: 38€; пропонуємо додати до вашої колекції вражень: Автобусна екскурсія «Бонжур, Париж»: 35€; наповнити свою пам'ять (і телефон) яскравими емоціями! «Мистецтво краси – Лувр»: 48€; «Серце Парижа: Сіте, Нотр-Дам та Латинський квартал»: 28€; «Романтика Нормандії: Етрета, Ла-Манш та середньовічний Руан»: 68€; «Світ мрії — Діснейленд!» та легендарне нічне шоу Disney Tales of Magic: 26€; По дорозі рекомендуємо відвідати саме «німецьке» місто – Нюрнберг: 23€; 99 років 18€), або трансфер до міста: 13€; Королівська Прага: Градчани та Празький Град: 19€; «Вечірня Прага»: 19€; При наявності часу, пропонуємо оглядову екскурсію по місту Краків: 19€; 99 років: 18€; 99 років: 15€; 99 років: 20€; 99 років: 38€; 99 років: 25€; 48€, діти: 48€; Особлива локація - це Сад емоцій ( оплачується додатково: 14€; 99 років: 35€","07:00 - збір групи на залізничному вокзалі м. Львів. Важливий момент: за день до туру керівник групи створює спільний чат у Viber , де ви отримаєте всі деталі: номер автобуса, точне місце збору та поради щодо речей. Протягом усього туру чат буде вашим «цифровим компасом» — там буде актуальний таймінг, геолокації точок збору та лайфхаки від керівника. Переконайтеся, що додаток встановлено, а сповіщення увімкнені!
07:30 - в иїзд зі Львова. Знайомство; організаційна інформація від керівника групи.
Перетин кордону . Процедура включає паспортний та митний контроль. Для туристичних автобусів діють регламентовані правила перетину згідно з міжнародною угодою Interbus . Важливо: на території пункту пропуску суворо заборонено фото- та відеозйомку. Ознайомитися з детальними правилами перетину, перелі",800
https://adriatic-travel.com.ua/tour/avstriyskyy-khit-budapesht,«Австрійський хіт + Будапешт»,1,,,,0
https://adriatic-travel.com.ua/tour/avstriyskyy-khit-budapesht,«Австрійський хіт + Будапешт»,2,,,,0
https://adriatic-travel.com.ua/tour/avstriyskyy-khit-budapesht,«Австрійський хіт + Будапешт»,3,,,,0
https://adriatic-travel.com.ua/tour/avstriyskyy-khit-budapesht,«Австрійський хіт + Будапешт»,4,,,,0
https://adriatic-travel.com.ua/tour/avstriyskyy-khit-budapesht,«Австрійський хіт + Будапешт»,1,15:00 - збір групи на з/д вокзалі м. Львова.,"ільний час пропонуємо факультативні екскурсії на вибір: «Будапешту шик та блиск»: 20€; «Будапешт - місто контрастів»: 20€; дбати справжні суто угорські ласощі - «хунгарікуми»! Екскурсію в місто Сентендре: 25€; Трансфер до головної площі в Будапешті на святкування Нового Року: 15€; У вільний час пропонуємо факультативні екскурсії на вибір: Блискучий Відень: 25€; Легенди Відня: 21€; Імператорський палац Шонбрунн: 11€; Золота скарбниця Габсбургів: 19€; 25€, діти: 15€","15:00 - збір групи на з/д вокзалі м. Львова.
15:30 - виїзд групи.
Можливість приєднатись до групи по маршруту: 16:30 - Стрий (місце приєднання: АЗС ОККО вул. Болехівська 49) 19:30 - Мукачево (АЗС UPG, вул. Лавківська, 1) 20:30 - Чоп (АЗС ОККО) * - час приєднання орієнтований і залежить від ситуації на дорозі. Точний час приєднання повідомить керівник групи попередньо сконтактувавшись з туристами.
Перетин кордону (Туроператор лишає за собою право вносити зміни в програму туру по днях без зміни загальної кількості послуг, в залежності від проходження кордону).
Нічний переїзд до Будапешту.
Раннє прибуття до Будапешту.
Поселення в готель на території Угорщини.
Ніч в готелі.
Сніданок.
Виселення з готелю до 8:00.
Переїзд до Відня.
17:00 - виїзд з Відня до Будапешту.
Нічний переїзд до України.
Ра",800
https://adriatic-travel.com.ua/tour/bogemski-vyhidni,"«Богемські вихідні: 3 ночі в Празі + Дрезден, Карлові Вари, Чеський Крумлов»",1,06:15 – збір групи на залізничному вокзалі м. Львів (платна стоянка праворуч від центрального входу),"кордону та наявності часу, запрошуємо на екскурсію «Краків — королівський шлях»: 20€; У вільний час вибирайте пригоду собі до душі: Прогулянка на кораблику по Влтаві: 40€; ція гастрономічного задоволення та естетичної насолоди! Екскурсія в Карлові Вари: 40€; Музей Бехеровки: 19€; Ви навчитеся пити його як справжні чехи! Чеський Крумлов: 40€; Кутна Гора та Костніца: 40€; програм для детального знайомства з його скарбами: Дрезденська картинна галерея: 30€; Містечко Мейсен: 33€; Тут хочеться фотографувати кожні двері та кожне вікно! Саксонська Швейцарія: 35€; Для фіналу дня — «Вечірня Прага»: 20€; істі! Перед від’їздом пропонуємо завершальний акцент — екскурсію Празьким Градом: 20€; У вільний час пропонуємо факультативні екскурсії на вибір: Прогулянка по Влтаві: 40€; При наявності вільного часу, пропонуємо екскурсію по місту Краків: 20€; Екскурсія в Карлові Вари: 40€; Пропонуємо відвідати Музей Бехеровки: 19€; АБО Пропонуємо екскурсію в Чеський Крумлов: 40€; Кутна Гора: 40€; Трансфер до Праги на святкування Нового Року: 15€; культативні екскурсії на вибір: Дрезденську галерею, або Галерею старих майстрів: 30€; ей коштовностей - і це ще далеко не все! Дивовижне середньовічне містечко Мейсен: 33€; Одна з найгарніших екскурсій Саксонська Швейцарія: 35€; «Вечірня Прага»: 20€; У вільний час пропонуємо факультативну екскурсію: Екскурсія Празьким Градом: 20€; 99 років: 35€; 40€, діти: 20€; 33€, діти: 25€; 35€, діти: 25€; 99 років: 20€; 99 років: 25€","06:15 – збір групи на залізничному вокзалі м. Львів (платна стоянка праворуч від центрального входу). Важливий момент: за день до виїзду керівник групи створить спільний чат у Viber . Це ваш головний інфо-центр: номер автобуса, геолокації зупинок, актуальний таймінг та швидкі відповіді на всі питання. Обов’язково перевірте наявність додатка!
06:45 – виїзд зі Львова. Починаємо знайомство, налаштовуємося на позитив та слухаємо «дорожню карту» нашої пригоди від керівника групи. Ви дізнаєтеся всі організаційні секрети: як не заблукати в Празі, де міняти валюту за найкращим курсом та які гастрономічні відкриття чекають на нас у турі.
Перетин кордону. Процедура стандартна: паспортний та митний контроль. Нагадуємо, що наш автобус здійснює рейс згідно з міжнародною системою Interbus, що гарантує л",800
https://adriatic-travel.com.ua/tour/miks-vikend-budapesht-viden,«Мікс вікенд: Будапешт + Відень»,1,17:00 – збір групи на залізничному вокзалі м. Львів (платна стоянка праворуч від входу). Важливо: за,"уємо додати до свого дня трохи магії та нових ракурсів: «Будапешту шик та блиск»: 20€; «Будапешт — місто контрастів»: 20€; Сентендре — марципанова казка: 25€; натхнення та «космічних» фото! Панорамний Будапешт: Цитаделла та пагорб Геллерт: 10€; Або ж пропонуємо подорож до столиці розкоші — Відень: 46€; атмосферу імперії, ми підготували особливі екскурсії на вибір: Блискучий Відень: 25€; «Легенди Відня»: 21€; Імператорський палац Шенбрунн: 11€; Золота скарбниця Габсбургів: 21€; Пропонуємо фінальний вихід у світ — Прогулянка на кораблику по Дунаю: 29€; ільний час пропонуємо факультативні екскурсії на вибір: «Будапешту шик та блиск»: 20€; «Будапешт - місто контрастів»: 20€; дбати справжні суто угорські ласощі - «хунгарікуми»! Екскурсію в місто Сентендре: 25€; Трансфер до головної площі в Будапешті на святкування Нового Року: 15€; Блискучий Відень: 25€; Легенди Відня: 21€; Імператорський палац Шонбрунн: 11€; Золота скарбниця Габсбургів: 19€; Для охочих, пропонуємо Прогулянку по Дунаю на кораблику: 29€; квиток (орієнтована вартість ~30: 32€; 25€, діти: 15€; 29€, діти: 19€; 99 років: 19€","17:00 – збір групи на залізничному вокзалі м. Львів (платна стоянка праворуч від входу). Важливо: за день до туру керівник створить чат у Viber — це ваш «центр управління польотом». Там будуть локації зупинок, номер автобуса та всі оперативні поради. Перевірте, чи додаток активний!
17:30 – виїзд у напрямку Угорщини. Знайомимося, налаштовуємося на угорський вайб та слухаємо «план підкорення Будапешта» від керівника групи.
Можливість приєднатися по маршруту (таймінг орієнтовний): Наш лайнер впевнено тримає курс на кордон, тож підхоплюємо вас на драйві та без зайвих затримок! 18:30 – Стрий (місце зустрічі: АЗС ОККО, вул. Болехівська, 49). Швидка зупинка: завантажуємо речі, знайомимося з групою та одразу в дорогу! 21:30 – Мукачево (АЗС UPG, вул. Лавківська, 1). Закарпатський етап нашої подорож",800
https://adriatic-travel.com.ua/tour/tak-dobre-razom-paryzh-benilyuks,«Так добре разом: Франція + Бельгія!»,1,06:00 - збір групи на з/д вокзалі у м. Львів (платна стоянка з правої сторони від центрального входу,"Пропонуємо екскурсію «Місто гномів - Вроцлав»: 18€; Величний замок Вартбург: 25€; «Романтика Нормандії: Етрета, Ла-Манш та середньовічний Руан»: 68€; льний час запрошуємо відвідати «Канкаль та одне із Чудес Світу - Мон-Сен-Мішель»: 45€; У вільний час пропонуємо екскурсії на вибір: «Версаль - пишність Короля-Сонця»: 38€; «Мистецтво краси – Лувр»: 48€; «Серце Парижа: острів Сіте, Нотр Дам, Пантеон та Латинський квартал»: 28€; Вечірня програма «Вогні нічного Парижу»: 38€; Для всіх бажаючих: Автобусна екскурсія з шампанським «Бонжур, Париж»: 35€; ся поринути в хитросплетіння доль і чарівну атмосферу Парижа! Прогулянка по Сені: 25€; «Богемний Монмартр»: 28€; лухати цікаву інформацію від нашого локального гіда під час прогулянки по Влтаві: 40€; 33€, діти: 23€; 25€, діти: 20€; 45€, діти: 35€; 25€, діти: 15€; Особлива локація - це Сад емоцій (оплачується додатково: 14€; 38€, діти: 38€; 48€, діти: 48€; 99 років: 18€; 38€, діти: 26€; 35€, діти: 25€; 99 років: 35€","06:00 - збір групи на з/д вокзалі у м. Львів (платна стоянка з правої сторони від центрального входу у вокзал).
06:30 - виїзд зі Львова.
Перетин кордону.
Поселення в готель.
Ніч в готелі.
Сніданок.
Переїзд в Німеччину, до мальовничого містечка Ерфурт, історія якого починається півтори тисячі років назад .
Переїзд по території Німеччини.
Поселення в готель.
Ніч в готелі.
Сніданок.
Виселення з готелю.
Переїзд у Брюссель, столицю Бельгії.
Переїзд в готель.
Ніч в готелі.
Сніданок.
Ніч в готелі.
Сніданок.
Виселення з готелю.
Переїзд в регіон романтичних узбереж, батьківщину Короля Артура, Астерікса та Обелікса, устриць, унікального бретонського пива, млинців з гречаної муки та неймовірних піратських міст – нас чекає Бретань .
Переїзд в Париж.
Поселення в готель.
Ніч в готелі.
Сніданок .
Ніч в г",800
https://adriatic-travel.com.ua/tour/mistychna-transilvaniya,«Містична Трансільванія»,1,,,,0
https://adriatic-travel.com.ua/tour/mistychna-transilvaniya,«Містична Трансільванія»,2,,,,0
https://adriatic-travel.com.ua/tour/mistychna-transilvaniya,«Містична Трансільванія»,3,,,,0
https://adriatic-travel.com.ua/tour/mistychna-transilvaniya,«Містична Трансільванія»,1,,,,0
https://adriatic-travel.com.ua/tour/mistychna-transilvaniya,«Містична Трансільванія»,2,,,,0
https://adriatic-travel.com.ua/tour/mistychna-transilvaniya,«Містична Трансільванія»,3,Сніданок.,курсії на вибір: Пропонуємо відвідати екскурсію «Легенди та замки Трансільванії»: 35€; 99 років: 23€,"Сніданок.
Виселення з готелю.
Перетин кордону.
Можлива висадка по маршруту: Чернівці, , Івано-Франківськ, Стрий
Нічне прибуття до Львова (орієнтовний час прибуття залежить від проходження кордону).
Має право на безкоштовний тур;
Безкоштовно екскурсії на які йде вся її група;
Безкоштовно радіо гід і сіті такс;
Безкоштовне харчування те, яке має група в турі;
У вільний час пропонуємо факультативні екскурсії на вибір: Пропонуємо відвідати екскурсію «Легенди та замки Трансільванії» (дор. - 35€, діти до 13.99 років - 23€ + вх. квиток). Оповиті містикою та легендами в серці карпатських гір заховались неймовірної краси середньовічні замки. ""Замок Дракули"" Середньовічний замок Бран, який згідно з легендою вважається резиденцією самого графа Дракули. Характерна риса даного замку полягає в тому, що ",800
https://adriatic-travel.com.ua/tour/smaragdy-polshchi-morske-oko-zakopane-krakiv,"«Смарагди Польщі: Морське Око, Закопане, Краків»",1,,,,0
https://adriatic-travel.com.ua/tour/smaragdy-polshchi-morske-oko-zakopane-krakiv,"«Смарагди Польщі: Морське Око, Закопане, Краків»",2,,,,0
https://adriatic-travel.com.ua/tour/smaragdy-polshchi-morske-oko-zakopane-krakiv,"«Смарагди Польщі: Морське Око, Закопане, Краків»",3,,,,0
https://adriatic-travel.com.ua/tour/smaragdy-polshchi-morske-oko-zakopane-krakiv,"«Смарагди Польщі: Морське Око, Закопане, Краків»",1,,,,0
https://adriatic-travel.com.ua/tour/smaragdy-polshchi-morske-oko-zakopane-krakiv,"«Смарагди Польщі: Морське Око, Закопане, Краків»",2,,,,0
https://adriatic-travel.com.ua/tour/smaragdy-polshchi-morske-oko-zakopane-krakiv,"«Смарагди Польщі: Морське Око, Закопане, Краків»",3,Сніданок.,ас пропонуємо факультативні екскурсії на вибір: Відвідування парку Енерджіландія: 16€; Екскурсія в Вавель: 21€,"Сніданок.
Виселення з готелю.
Повернення до України.
Перетин кордону.
Нічне прибуття до Львова.
Має право на безкоштовний тур;
Безкоштовно екскурсії на які йде вся її група;
Безкоштовно радіо гід і сіті такс;
Безкоштовне харчування те, яке має група в турі;
У вільний час пропонуємо факультативні екскурсії на вибір: Відвідування парку Енерджіландія (16€ трансфер + вх. квиток) займає площу близько 26 гектарів, де знаходиться 57 атракціонів. Серед яких виділяють аж 27 величезних і 20 інтерактивних ігор та розваг. А також 4 сцени для вистав (два театри і два амфітеатри), на яких щодня проходять артистичні уявлення, піротехнічні та візуальні покази. На території парку є незвичайний кінотеатр, в якому відбувається показ фільмів для дітей та молоді з використанням технології 3D. Екскурсія в Вавел",800
https://adriatic-travel.com.ua/tour/vikend-v-transilvanii,«Вікенд в Трансільванії»,1,,,,0
https://adriatic-travel.com.ua/tour/vikend-v-transilvanii,«Вікенд в Трансільванії»,2,,,,0
https://adriatic-travel.com.ua/tour/vikend-v-transilvanii,«Вікенд в Трансільванії»,3,,,,0
https://adriatic-travel.com.ua/tour/vikend-v-transilvanii,«Вікенд в Трансільванії»,4,"Перетин кордону. Проходження прикордонного та митного контролю — процедура звична, після якої ми зно",,"Перетин кордону. Проходження прикордонного та митного контролю — процедура звична, після якої ми знову опиняємося на рідній землі. Наш екіпаж зробить усе можливе, щоб цей етап пройшов швидко та злагоджено.
Переїзд по території України. Зупинки по маршруту. Для вашої зручності передбачена можливість висадки у містах: Чернівці, Івано-Франківськ та Стрий. Місце зупинки збігається з вказаними локаціями, де ми прєднувалися до туру. Прохання: якщо ви плануєте завершити подорож в одному з цих міст, будь ласка, заздалегідь повідомте про це керівника групи для планування оптимального маршруту та зупинок.
Ранкове прибуття до Львова. (Орієнтовний час прибуття залежатиме від швидкості проходження кордону). Повертаємося на залізничний вокзал м. Львова. Наша подорож добігає кінця, але емоції та магія Тр",800
https://adriatic-travel.com.ua/tour/praha-misto-yake-obralo-mene,"«Прага - місто, яке обрало мене»",1,07:00 – збір групи на залізничному вокзалі м. Львів (платна стоянка праворуч від центрального входу),"кордону та наявності часу, запрошуємо на екскурсію «Краків — королівський шлях»: 19€; програм для детального знайомства з його скарбами: Дрезденська картинна галерея: 30€; Містечко Мейсен: 33€; Тут хочеться фотографувати кожні двері та кожне вікно! Саксонська Швейцарія: 35€; трічі з «Містом ста шпилів»! Для фіналу дня пропонуємо екскурсію «Вечірня Прага»: 20€; ти екскурсії для глибшого знайомства з містом: Прогулянка на кораблику по Влтаві: 40€; ьна комбінація гастрономічного задоволення та естетичної насолоди! Празький Град: 20€; факультативні екскурсії на вибір: Пропонуємо оглядову екскурсію по місту Краків: 19€; У вільний час пропонуємо: Одна з найкрасивіших екскурсій Саксонська Швейцарія: 35€; У вільний час пропонуємо: «Вечірня Прага»: 20€; Трансфер до центру міста Праги на святкування Нового Року: 15€; льний час пропонуємо факультативні екскурсії на вибір: Екскурсія Празьким Градом: 20€; й «народний чеський святий», великим центром паломництва!!! Прогулянка по Влтаві: 40€; 33€, діти: 25€; 35€, діти: 25€; 40€, діти: 35€; 99 років: 25€; 99 років: 35€","07:00 – збір групи на залізничному вокзалі м. Львів (платна стоянка праворуч від центрального входу). Важливий момент: за день до виїзду керівник групи створить спільний чат у Viber . Це ваш головний інфо-центр: номер автобуса, геолокації зупинок, актуальний таймінг та швидкі відповіді на всі питання. Обов’язково перевірте наявність додатка!
07:30 – виїзд зі Львова. Починаємо знайомство, налаштовуємося на позитив та слухаємо «дорожню карту» нашої подорожі від керівника групи. Ви дізнаєтеся всі організаційні секрети: як не заблукати в Празі, де міняти валюту за найкращим курсом та які гастрономічні відкриття чекають на нас у турі.
Перетин кордону. Процедура стандартна: паспортний та митний контроль. Нагадуємо, що наш автобус здійснює рейс згідно з міжнародною системою Interbus, що гарантує ",800
