URL туру,Назва туру,День №,Місто / Локація,Факультативи (назва + ціна),Опис дня,Симв.
https://www.accordtour.com/tours/636313,Мільйон посмішок... або 4 дні в Амстердамі!,1,Львів – Варшава – Лодзь – Познань,При бажанні групи і наявності часу. Варшава – місто королів: 18€,"Збір на Львівському залізничному вокзалі. Відправлення в тур. (Місце відправки: залізничний вокзал м.Львів, площа Двірцева 1) Перетин кордону. При бажанні групи і наявності часу. Варшава – місто королів ( Дорослий: 18€ / Діти: 16€ ) Чудові вулиці утворюють Королівський тракт, на сторонах якого розташовані церкви, палаци, галереї, музеї, а також одразу три королівські резиденції! Вся ця краса відбивається в річці Вісла, над якою височить символ польської столиці – Варшавська Сирена. Королівські Лазенки – Серце Варшави, найкрасивіший і найдоглянутіший парк у місті. Історія Лазенок починається з ",600
https://www.accordtour.com/tours/636313,Мільйон посмішок... або 4 дні в Амстердамі!,2,Берлін,"ях і проспектах, зможемо побачити справжнє. Берлін крізь часи: 30€","Сніданок. Переїзд в Німеччину. Екскурсія Берлін – подорож в машині часу (входить у вартість туру) Невеличка екскурсія по місту з урахуванням сприйняття маленьких мандрівників. Дітей вражає яскраве і незвичне, тому наш екскурсовод покаже найцікавіші памятники і розкаже про них. Нам може здатися, що ми переміщуємося в машині часу, тут можна потрапити в майбутнє і опинитися в минулому, а прогулюючись по шикарних вулицях і проспектах, зможемо побачити справжнє. Берлін крізь часи ( Дорослий: 30€ / Діти до 16 років: 25€ , до 6 років: 0€ ) Автобусна екскурсія з фото паузами. Запрошуємо перегорнути ст",600
https://www.accordtour.com/tours/636313,Мільйон посмішок... або 4 дні в Амстердамі!,3,Амстердам – Заансе Сханс – Волендам,,"Сніданок. Переїзд в Амстердам Оглядова екскурсія. Екскурсія Амстердам – скарби минулого і теперішнього (входить у вартість туру) Cтарі ""вигнуті"" будівлі, бруківка, незліченні канали, набережні, які на 3 метри нижче рівня моря, чудові парки і плаваючі квіткові ринки створюють особливу атмосферу. Площа Дам і Королівський палац, Райксмузеум і знаменитий Будинок Рембрандта, єврейський квартал і діамантова фабрика, спадкоємиця ювелірних традицій – вся ця краса подвоєна дзеркалом води, чарівним відображенням якого можна милуватися вічно! У вільний час рекомендуємо відвідати: Тиха Голандія: Заанс Сха",600
https://www.accordtour.com/tours/636313,Мільйон посмішок... або 4 дні в Амстердамі!,4,Амстердам – Гаага – Делфт – Роттердам,й ми запрошуємо Вас!!! По перлинках Голландії: Гаага та Делфт: 38€,"Сніданок. Вільний час в Амстердамі. Для всіх бажаючих пропонуємо відвідати: Королівський парк квітів Кекенхоф (Трансфер: 18€ + вх. квиток Дорослий: 22€ / Діти до 16 років: 15€ ) Відвідування Королівського парку квітів Кекенхоф – найпопулярніше місце в Нідерландах! Тут завжди пахне весною і завмирає подих від краси, якої більше не можна побачити ніде! Кекенхоф – це урочисте свято, на який ми запрошуємо Вас!!! По перлинках Голландії: Гаага та Делфт ( Дорослий: 38€ / Діти: 30€ ) Спочатку відвідаємо ""Місто принців – Делфт"": палацові комплекси, величні будівлі, храми вздовж каналів і, звичайно, рез",600
https://www.accordtour.com/tours/636313,Мільйон посмішок... або 4 дні в Амстердамі!,5,Амстердам – Гітхорн – Брюгге – Брюссель,бажаючих пропонуємо відвідати: Голландська Венеція – Гітхорн: 48€,"Сніданок. Вільний час в Амстердамі. Для всіх бажаючих пропонуємо відвідати: Голландська Венеція – Гітхорн ( Дорослий: 48€ / Діти: 38€ ) Цікаво, якби рай на Землі був можливий, яким би він був? Обов'язковими складовими, напевно, були б: чисте повітря, зелена трава, дзюрчання води і, можливо, ""пряникові"" будиночки. Хммм. У такому випадку його аналогом можна назвати голландське селище Гітхорн. Гітхорн розташувався на водних каналах, загальною протяжністю близько 7,5 км. Заснували селище в 1230 році. Для пересування використовують велосипедну доріжку і численні водні канали. А милі човники є основ",600
https://www.accordtour.com/tours/636313,Мільйон посмішок... або 4 дні в Амстердамі!,6,Амстердам – Лейден,стердамі. Для всіх бажаючих пропонуємо відвідати: Рейксмузеум: 18€; х Голландії. Казкові Нідерланди- замок Де Хаар і місто Утрехт: 33€,"Сніданок. Вільний час в Амстердамі. Для всіх бажаючих пропонуємо відвідати: Рейксмузеум ( Дорослий: 18€ / Діти: 18€ + вх. квиток) Музей образотворчих мистецтв в Амстердамі (18&euro; + вх. квиток) Нас чекає хронологічне подорож по Голландії крізь століття. Родзинка програми – Майстри 17-го століття: Рембрандт, Франс Халс, Вермеер, Ян Стейн і цілий ряд Малих Голландії. Казкові Нідерланди- замок Де Хаар і місто Утрехт ( Дорослий: 33€ / Діти: 23€ + вх. квиток) Шедевр Середньовіччя в серці Нідерландів - замок де Хаар (зовнішній огляд)! Захоплення ось що почуваєш, потрапивши сюди... Казковий замок з",600
https://www.accordtour.com/tours/636313,Мільйон посмішок... або 4 дні в Амстердамі!,7,Аахен – Кельн,,"Сніданок. Переїзд по Німеччині. Екскурсія Кельн – золото Рейну (входить у вартість туру) Місто, породжене римлянами, усиновлене французами і виховане Пруськими королями – Кельн . Велич, витонченість і ажурність спрямованих увись форм – Кельнський собор – найбільший собор Німеччини і один з найбільших соборів в Європі, шедевр готики, який зберігає велику християнську святиню – мощі трьох святих волхвів. А далі: Старе місто, Кельнська Ратуша, єврейський квартал, Будинок Фаріни - батьківщина одеколону, кельнська набережна... Про Кельн можна довго розповідати, але головне – його треба відчути! У в",600
https://www.accordtour.com/tours/636313,Мільйон посмішок... або 4 дні в Амстердамі!,8,Вроцлав – Львів,,"Сніданок. Виселення з готелю. Переїзд по території Польщі При наявності часу рекомендуємо відвідати Вроцлав-легендарну колиску Польщі. Екскурсія Місто гномів - Вроцлав (входить у вартість туру) Рекомендуємо екскурсію по місту 12 островів і більше 100 мостів - легендарну колиску Польщі! Старе Місто є одним з найкрасивіших в Польщі, чарівна Ратуша зі старовинним сонячним годинником, а площа вроцлавського ринку займає друге за величиною місце, після Краківського. Для більшості це місто чудес, де кожен знайде частинку своєї мрії. Перетин кордону. Повернення в Україну. Час прибуття до Львова після ",600
https://www.accordtour.com/tours/808888,"Вояж в Париж Нормандія, Замки Луари + Люксембург",1,Львів – Варшава,При бажанні групи і наявності часу. Варшава – місто королів: 18€,"Відправлення в тур з залізничного вокзалу Львова. (площа Двірцева 1). Перетин кордонів. Переїзд по Польщі. При бажанні групи і наявності часу. Варшава – місто королів ( Дорослий: 18€ / Діти до 16 років: 13€ , до 6 років: 0€ ) Вечірня екскурсія по місту королівських резиденцій, місту музики Шопена, місту, в якому панує неповторна і унікальна атмосфера. Вся краса відбивається в ріці Вісла, над якою височить символ польської столиці – Варшавська Сирена. Польська кухня (дод. оплата) Можливість спробувати місцеву кухню. Вона славиться відмінним журеком, бігосом і голонкою. Польські господині чудово",600
https://www.accordtour.com/tours/808888,"Вояж в Париж Нормандія, Замки Луари + Люксембург",2,Берлін,учасне. Вільний час або екскурсії на вибір: Берлін крізь часи: 30€,"Сніданок. Переїзд в Німеччину. Екскурсія Велич могутнього Берліну (входить у вартість туру) Берлін – величезний мегаполіс. Нам здасться, що ми подорожуємо у машині часу, бо тут можна потрапити в майбутнє і опинитись в минулому, а прогулюючись розкішними вулицями і проспектами, ми зможемо побачити сучасне. Вільний час або екскурсії на вибір: Берлін крізь часи ( Дорослий: 30€ / Діти до 16 років: 25€ , до 6 років: 0€ ) Автобусна екскурсія з фото паузами. Запрошуємо перегорнути сторінку історії і побачити Берлін таким, який він є зараз: могутній Рейхстаг, величний Берлінський собор, колона Перемог",600
https://www.accordtour.com/tours/808888,"Вояж в Париж Нормандія, Замки Луари + Люксембург",3,Париж – Фрагонар – Ейфелева вежа – ріка Сена,,"Сніданок. Переїзд у Францію. І ось Вона... Довгоочікувана Франція – країна вишуканих вин, високої моди, дорогих парфумів і безлічі таємниць... Екскурсія Магія Парижа! (входить у вартість туру) Пішохідна екскурсія. Париж стає рідним з першого погляду, з першого кроку його витертою бруківкою. Паризькі прогулянки заводять у минуле, в пам'ять серця, у потаємні куточки душі. Франсуаза Саган, Коко Шанель, Джо Дассен, Бріджит Бардо.... Музей парфумів Fragonard (входить у вартість туру) Музей парфумів Fragonard — де аромати розповідають історії. Зазирнемо у світ спокуси, шлейфів і секретів французької",600
https://www.accordtour.com/tours/808888,"Вояж в Париж Нормандія, Замки Луари + Люксембург",4,Париж – Нотр-Дам де парі (Собор Паризької Богоматері) – Фонтенбло,льний час або екскурсії на вибір: Лувр – енциклопедія століть: 38€,"Сніданок. Екскурсія Серце Парижа: Латинський квартал, острів Сіте та Нотр-Дам (входить у вартість туру) Латинський квартал — богемна душа Парижа. Старовинні вулички, Сорбонна, аромат круасанів і книжки на кожному кроці. Тут хочеться гуляти без карти, зупинятись на каву й закохуватись у Париж знову. Вільний час або екскурсії на вибір: Лувр – енциклопедія століть ( Дорослий: 38€ / Діти до 16 років: 30€ , до 6 років: 0€ + вх. квиток) Світ Мистецтва – світ геніїв, які залишили в дар людству великі шедеври. Зачинено у вівторок та в святкові дні. Екскурсія можлива за наявності квитків на офіційному ",600
https://www.accordtour.com/tours/808888,"Вояж в Париж Нормандія, Замки Луари + Люксембург",5,Париж – Діснейленд – Долина Луари – Мон-Сен-Мішель – Нормандія,"а з екскурсій на вибір: Яскрава Нормандія: скелі Етрета, Руан: 68€; р незабутнього французького дня. Гордість Франції Замки Луари: 88€","Сніданок. Вільний день у Парижі. Одна з екскурсій на вибір: Яскрава Нормандія: скелі Етрета, Руан ( Дорослий: 68€ / Діти до 16 років: 50€ , до 6 років: 0€ ) Нормандія- це пейзажі, які хочеться зберегти назавжди. Скелі Етрета — мов картина, яку створила сама природа, і яку міг би підписати Моне. Аромати моря, сидру й свіжих морепродуктів у Трувілі — як спогад, що смакує щастям. Руан відкриє легенди Жанни д&rsquo;Арк, готичну велич і чар незабутнього французького дня. Гордість Франції Замки Луари ( Дорослий: 88€ / Діти до 16 років: 68€ + вх. квиток) Серце Франції - долина казкової річки Луар и, ",600
https://www.accordtour.com/tours/808888,"Вояж в Париж Нормандія, Замки Луари + Люксембург",6,Париж – Версаль – парк Астерікс – Квартал Маре – Монмартр,ний час або екскурсії на вибір: Париж для закоханих… Монмартр: 25€; вина і в кожному подиху натхнення. Версаль. Банти і діаманти.: 38€,"Сніданок. Вільний час або екскурсії на вибір: Париж для закоханих… Монмартр ( Дорослий: 25€ / Діти до 16 років: 16€ ) Монмартр — серце творчого Парижа, де народжувалося мистецтво і жила магія. Пагорб із краєвидом, що зупиняє час: Сакре-Кер, &laquo;Рожевий дім&raquo;, легенди Мулен Руж та атмосфера фільму &laquo;Амелі&raquo;. Тут Париж — на мольбертах, у келиху вина і в кожному подиху натхнення. Версаль. Банти і діаманти. ( Дорослий: 38€ / Діти до 16 років: 30€ , до 6 років: 0€ + вх. квиток) Королівська резиденція – Версаль. Запрошуємо на свято пишноти, у царство балів, аудієнцій, бенкетів і те",600
https://www.accordtour.com/tours/808888,"Вояж в Париж Нормандія, Замки Луари + Люксембург",7,Люксембург – Нюрнберг,Сніданок. За бажанням групи. Маленька казка – Люксембург: 38€,"Сніданок. За бажанням групи. Маленька казка – Люксембург ( Дорослий: 38€ / Діти до 16 років: 30€ ) Крихітні вимощені вулички, величезні мости, сади, парки і герцогський палац.Запрошуємо на екскурсію в крихітне герцогство Люксембург. Кожен з дитинства мріє побувати в казці і відчути себе героєм неймовірних пригод ... У світі багато казкових країн, а наш шлях лежить в одну з них -В Зеленому Серці Європи серед гір, оточений кручами, розтошувалося затишне містечко із однойменною назвою. Ми побачимо капелу Сен-Кірен, готичну церкву Сен-Мішель, ренесансний Палац юстиції, бароковий собор Нотр-Дам ...",600
https://www.accordtour.com/tours/808888,"Вояж в Париж Нормандія, Замки Луари + Люксембург",8,Прага – Брно – Львів,жання! Одна з екскурсій на вибір: Таємниці королів – Градчани: 18€,"Сніданок. Екскурсія Зустріч з Прагою (входить у вартість туру) У лабіринтах маленьких вуличок ви поринете в таємничу атмосферу Старого міста. Староміська площа та Астрономічний годинник з небесною механікою на ратуші, Карлова вулиця... І Карлів міст! Потрібно тут зупинитися для того, щоб загадати бажання! Одна з екскурсій на вибір: Таємниці королів – Градчани ( Дорослий: 18€ / Діти до 16 років: 13€ , до 6 років: 0€ ) Дізнатися про життя королів і придворних, про палацові інтриги і змови, злочини і покарання, які відбувалися з найсвітліших спонукань – в ім'я віри і держави. Вас чекає Градчанськ",600
https://www.accordtour.com/tours/2819,"Париж, квіти..... і Компліменти! Амстердам, Брюссель, Париж, Люксембург, Кельн",1,Львів – Варшава – Лодзь – Познань,ий час пропонуємо автобусну екскурсію Варшава – місто королів: 18€,"Збір групи. Відправлення в тур з залізничного вокзалу Львова. (площа Двірцева 1). Переїзд до Польщі, в столицю - Варшаву. Пішохідна екскурсія Екскурсія Таємниці загадкової Варшави (входить у вартість туру) Романтичне, чарівне і таємниче Старе місто Варшави запрошує в гості. Тут важко позбутися відчуття, що блукаєш десь в казці, або по величезній декорації із затишними різнокольоровими будинками. Ми побачимо одну із найкрасивіших будівель, яку часто зображують на листівках Варшави. У вільний час пропонуємо автобусну екскурсію Варшава – місто королів ( Дорослий: 18€ / Діти: 16€ ) Чудові вулиці у",600
https://www.accordtour.com/tours/2819,"Париж, квіти..... і Компліменти! Амстердам, Брюссель, Париж, Люксембург, Кельн",2,Берлін – Потсдам,ьний час рекомендуємо відвідати: Таємничими куточками Берліну: 18€,"Сніданок. Виселення з готелю. Переїзд по території Німеччини Пішохідна екскурсія Екскурсія Відвертість Берліну (входить у вартість туру) Пішохідна екскурсія по одному із найдивовижніших і найяскравіших міст на землі, де сучасність і традиції доповнюють одне одного дуже гармонійно, що найкрасивіші і таємничі куточки відкриті для нас. Кожен, хто приїжджає до Берліна, так чи інакше, потрапляє під магічну чарівливість цього міста, його живого і невимушеного шарму... У вільний час рекомендуємо відвідати: Таємничими куточками Берліну ( Дорослий: 18€ / Діти: 13€ ) Пропонуємо поглянути у зовсім нетипо",600
https://www.accordtour.com/tours/2819,"Париж, квіти..... і Компліменти! Амстердам, Брюссель, Париж, Люксембург, Кельн",3,Амстердам – Заансе Сханс – Волендам,,"Сніданок. Виселення з готелю. Приїзд в столицю - Амстердам - коштовний камінь в короні голландських королів! Оглядова екскурсія по місту Екскурсія Амстердам – скарби минулого і теперішнього (входить у вартість туру) Cтарі ""вигнуті"" будівлі, бруківка, незліченні канали, набережні, які на 3 метри нижче рівня моря, чудові парки і плаваючі квіткові ринки створюють особливу атмосферу. Площа Дам і Королівський палац, Райксмузеум і знаменитий Будинок Рембрандта, єврейський квартал і діамантова фабрика, спадкоємиця ювелірних традицій – вся ця краса подвоєна дзеркалом води, чарівним відображенням якого",600
https://www.accordtour.com/tours/2819,"Париж, квіти..... і Компліменти! Амстердам, Брюссель, Париж, Люксембург, Кельн",4,Гаага – Делфт – Кекенгоф – Амстердам – Гітхорн,д з березня до травня) По перлинках Голландії: Гаага та Делфт: 38€,"Сніданок. Вільний час в Амстердамі. Для всіх бажаючих пропонуємо відвідати: Королівський Парк квітів – Keukenhof (Трансфер: 18€ + вх. квиток Дорослий: 20€ / Діти до 16 років: 10€ ) Пропонуємо відвідати парк квіткової розкоші – ""Кекенхоф"" – одне з найкрасивіших місць на планеті. Навряд чи можна словами передати всю красу, яка відкривається: алеї старих розлогих лип, струмки і мальовничі ставки, дзюрчання фонтанів, безперервний спів птахів і, звичайно, квіти!!! (в програмі туру в період з березня до травня) По перлинках Голландії: Гаага та Делфт ( Дорослий: 38€ / Діти: 30€ ) Спочатку відвідаємо ",600
https://www.accordtour.com/tours/2819,"Париж, квіти..... і Компліменти! Амстердам, Брюссель, Париж, Люксембург, Кельн",5,Брюссель – Гент – Брюгге – Левен,можливість відвідати: Королівський музей витончених мистецтв: 30€,"Сніданок. Екскурсія Брюссель – серце Європи (входить у вартість туру) Брюссель вражає дивовижним поєднанням сучасного ритму життя та глибокої історії — тут середньовічні будинки й готичні собори гармонійно сусідять зі скляними хмарочосами та елегантними палацами. А ще це місто легендарного бельгійського пива, ароматного шоколаду та хрумких вафель, без яких неможливо уявити справжній смак Брюсселя. У вільний час є можливість відвідати: Королівський музей витончених мистецтв ( Дорослий: 30€ / Діти: 16€ ) Головний музей країни - Королівський музей витончених мистецтв у Брюсселі має найбагатшу кол",600
https://www.accordtour.com/tours/2819,"Париж, квіти..... і Компліменти! Амстердам, Брюссель, Париж, Люксембург, Кельн",6,Париж – Монмартр – Нотр-Дам де парі (Собор Паризької Богоматері) – ріка Сена,,"Сніданок. Місто - безмежного захоплення - Париж, місто, про яке неможливо забути... лише раз його відвідавши... Екскурсія Магія Парижа! (входить у вартість туру) Париж — місто, в яке закохуєшся з першого кроку. Бруківка, що зберігає сліди історії, балкони з кованими перилами, аромат кави й французьких духів у повітрі&hellip; Тут оживають сторінки книг і сцени з фільмів: Шанель, Саган, Джо Дассен, Бардо — дух Парижа в усьому. Прогулянка його вулицями — це прогулянка серцем. Музей парфумів Fragonard (входить у вартість туру) Музей парфумів Fragonard — де аромати розповідають історії. Зазирнемо у",600
https://www.accordtour.com/tours/2819,"Париж, квіти..... і Компліменти! Амстердам, Брюссель, Париж, Люксембург, Кельн",7,Париж – Етрета – Нормандія – замок Во-ле-Віконт – Версаль – Діснейленд,"сть відвідати на вибір: Яскрава Нормандія: скелі Етрета, Руан: 68€","Сніданок. Є можливість відвідати на вибір: Яскрава Нормандія: скелі Етрета, Руан ( Дорослий: 68€ / Діти до 16 років: 50€ , до 6 років: 0€ ) Нормандія- це пейзажі, які хочеться зберегти назавжди. Скелі Етрета — мов картина, яку створила сама природа, і яку міг би підписати Моне. Аромати моря, сидру й свіжих морепродуктів у Трувілі — як спогад, що смакує щастям. Руан відкриє легенди Жанни д&rsquo;Арк, готичну велич і чар незабутнього французького дня. 25.04.26 - 08.05.26 Чарівний світ - країна Діснейленд: 1 парк (Трансфер: 26€ + вх. квиток Дорослий: 120€ / Діти до 11 років: 115€ ) Чарівний світ ",600
